inst#,actual,predicted,error,prediction
1992,2:-,1:+,+,1
1993,2:-,2:-,,1
1994,2:-,2:-,,1
1995,2:-,1:+,+,1
1996,2:-,2:-,,1
1997,2:-,2:-,,0.855
1998,2:-,2:-,,1
1999,2:-,2:-,,1
2000,2:-,2:-,,1
2001,2:-,2:-,,1
2002,1:+,1:+,,1
2003,1:+,2:-,+,1
2004,2:-,2:-,,1
2005,2:-,2:-,,1
2006,2:-,2:-,,1
2007,2:-,2:-,,1
2008,1:+,2:-,+,1
2009,1:+,2:-,+,1
2010,2:-,2:-,,1
2011,2:-,2:-,,1
2012,2:-,2:-,,1
2013,2:-,2:-,,1
2014,2:-,2:-,,1
2015,2:-,2:-,,1
2016,2:-,1:+,+,1
2017,2:-,2:-,,1
2018,2:-,2:-,,1
2019,2:-,2:-,,1
2020,2:-,1:+,+,1
2021,1:+,1:+,,1
2022,2:-,2:-,,1
2023,2:-,1:+,+,0.961
2024,2:-,1:+,+,1
2025,2:-,1:+,+,1
2026,2:-,2:-,,1
2027,2:-,1:+,+,0.891
2028,2:-,2:-,,1
2029,1:+,2:-,+,1
2030,2:-,2:-,,1
2031,2:-,2:-,,1
2032,2:-,2:-,,1
2033,2:-,2:-,,1
2034,2:-,2:-,,1
2035,2:-,2:-,,1
2036,1:+,2:-,+,1
2037,2:-,1:+,+,1
2038,2:-,2:-,,1
2039,2:-,1:+,+,1
2040,2:-,2:-,,0.557
2041,2:-,2:-,,1
2042,2:-,2:-,,1
2043,2:-,2:-,,1
2044,2:-,2:-,,1
2045,2:-,1:+,+,0.999
2046,2:-,2:-,,1
2047,2:-,2:-,,1
2048,2:-,2:-,,0.975
2049,2:-,2:-,,1
2050,2:-,2:-,,1
2051,2:-,2:-,,1
2052,2:-,2:-,,1
2053,2:-,2:-,,1
2054,2:-,2:-,,1
2055,2:-,2:-,,1
2056,2:-,2:-,,1
2057,2:-,2:-,,1
2058,2:-,2:-,,1
2059,2:-,2:-,,1
2060,1:+,2:-,+,1
2061,2:-,2:-,,1
2062,2:-,2:-,,1
2063,2:-,1:+,+,0.595
2064,2:-,1:+,+,1
2065,1:+,2:-,+,1
2066,2:-,1:+,+,1
2067,2:-,2:-,,1
2068,2:-,2:-,,1
2069,2:-,2:-,,1
2070,2:-,2:-,,1
2071,2:-,2:-,,1
2072,2:-,1:+,+,1
2073,2:-,2:-,,1
2074,2:-,2:-,,0.998
2075,2:-,2:-,,1
2076,2:-,1:+,+,1
2077,2:-,2:-,,1
2078,2:-,2:-,,1
2079,2:-,1:+,+,1
2080,2:-,2:-,,1
2081,2:-,2:-,,1
2082,2:-,2:-,,1
2083,2:-,2:-,,1
2084,2:-,1:+,+,1
2085,2:-,2:-,,1
2086,2:-,1:+,+,1
2087,2:-,2:-,,1
2088,2:-,2:-,,1
2089,2:-,2:-,,1
2090,2:-,2:-,,1
2091,2:-,1:+,+,1
2092,2:-,2:-,,1
2093,2:-,1:+,+,1
2094,2:-,1:+,+,0.988
2095,2:-,2:-,,1
2096,2:-,2:-,,1
2097,2:-,2:-,,0.997
2098,2:-,2:-,,1
2099,2:-,1:+,+,1
2100,2:-,2:-,,1
2101,2:-,2:-,,1
2102,2:-,2:-,,0.999
2103,2:-,2:-,,1
2104,2:-,2:-,,1
2105,2:-,2:-,,0.982
2106,2:-,2:-,,1
2107,2:-,2:-,,1
2108,2:-,2:-,,1
2109,2:-,2:-,,1
2110,2:-,2:-,,1
2111,2:-,2:-,,1
2112,2:-,2:-,,1
2113,2:-,2:-,,1
2114,2:-,2:-,,1
2115,2:-,2:-,,1
2116,1:+,2:-,+,0.964
2117,2:-,1:+,+,1
2118,2:-,2:-,,1
2119,2:-,1:+,+,1
2120,2:-,2:-,,1
2121,2:-,2:-,,1
2122,2:-,2:-,,1
2123,2:-,2:-,,0.999
2124,2:-,2:-,,1
2125,2:-,2:-,,1
2126,2:-,2:-,,1
2127,2:-,2:-,,1
2128,1:+,1:+,,1
2129,2:-,1:+,+,1
2130,2:-,2:-,,1
2131,2:-,2:-,,1
2132,2:-,1:+,+,1
2133,2:-,1:+,+,0.673
2134,2:-,2:-,,1
2135,2:-,2:-,,1
2136,2:-,2:-,,1
2137,2:-,2:-,,0.997
2138,2:-,1:+,+,1
2139,2:-,1:+,+,0.98
2140,2:-,2:-,,1
2141,2:-,2:-,,1
2142,2:-,2:-,,1
2143,1:+,2:-,+,1
2144,1:+,2:-,+,1
2145,2:-,1:+,+,1
2146,2:-,2:-,,1
2147,2:-,2:-,,1
2148,1:+,2:-,+,0.907
2149,2:-,2:-,,1
2150,2:-,1:+,+,0.999
2151,2:-,2:-,,1
2152,1:+,2:-,+,1
2153,2:-,2:-,,0.922
2154,2:-,2:-,,1
2155,2:-,2:-,,1
2156,2:-,1:+,+,0.785
2157,2:-,2:-,,1
2158,2:-,1:+,+,1
2159,2:-,2:-,,1
2160,2:-,2:-,,1
2161,2:-,2:-,,1
2162,2:-,2:-,,1
2163,2:-,2:-,,1
2164,2:-,2:-,,1
2165,2:-,1:+,+,1
2166,2:-,2:-,,1
2167,2:-,1:+,+,0.861
2168,1:+,2:-,+,1
2169,2:-,2:-,,1
2170,2:-,2:-,,1
2171,2:-,2:-,,1
2172,2:-,2:-,,1
2173,2:-,2:-,,1
2174,2:-,2:-,,1
2175,2:-,2:-,,1
2176,2:-,1:+,+,1
2177,1:+,2:-,+,1
2178,2:-,2:-,,1
2179,2:-,1:+,+,1
2180,2:-,2:-,,1
2181,2:-,2:-,,1
2182,2:-,1:+,+,0.913
2183,2:-,2:-,,1
2184,2:-,2:-,,1
2185,2:-,2:-,,1
2186,2:-,2:-,,1
2187,2:-,2:-,,1
2188,2:-,1:+,+,0.671
2189,2:-,2:-,,1
2190,2:-,2:-,,1
2191,2:-,1:+,+,1
2192,2:-,2:-,,1
2193,2:-,2:-,,1
2194,2:-,2:-,,1
2195,2:-,2:-,,1
2196,2:-,2:-,,1
2197,1:+,1:+,,1
2198,2:-,2:-,,1
2199,2:-,2:-,,1
2200,2:-,2:-,,1
2201,2:-,2:-,,1
2202,2:-,2:-,,0.939
2203,2:-,2:-,,1
2204,2:-,2:-,,1
2205,2:-,1:+,+,1
2206,2:-,1:+,+,1
2207,2:-,2:-,,0.984
2208,2:-,2:-,,1
2209,2:-,2:-,,1
2210,2:-,2:-,,0.999
2211,2:-,2:-,,1
2212,2:-,2:-,,1
2213,2:-,2:-,,0.998
2214,2:-,2:-,,1
2215,2:-,2:-,,1
2216,2:-,2:-,,1
2217,2:-,2:-,,1
2218,2:-,2:-,,1
2219,2:-,2:-,,1
2220,2:-,2:-,,1
2221,2:-,1:+,+,1
2222,2:-,2:-,,1
2223,2:-,2:-,,1
2224,2:-,2:-,,1
2225,2:-,2:-,,1
2226,2:-,2:-,,1
2227,2:-,1:+,+,1
2228,2:-,2:-,,1
2229,2:-,2:-,,1
2230,2:-,2:-,,1
2231,2:-,1:+,+,1
2232,2:-,1:+,+,1
2233,1:+,2:-,+,1
2234,2:-,2:-,,1
2235,2:-,2:-,,1
2236,2:-,2:-,,1
2237,2:-,2:-,,1
2238,2:-,2:-,,1
2239,2:-,2:-,,1
2240,2:-,1:+,+,1
2241,2:-,2:-,,1
2242,2:-,2:-,,0.75
2243,2:-,2:-,,1
2244,2:-,2:-,,1
2245,2:-,2:-,,1
2246,2:-,2:-,,1
2247,1:+,2:-,+,1
2248,2:-,2:-,,1
2249,1:+,2:-,+,1
2250,2:-,1:+,+,0.999
2251,2:-,2:-,,1
2252,2:-,2:-,,1
2253,2:-,2:-,,1
2254,2:-,2:-,,1
2255,2:-,2:-,,1
2256,2:-,2:-,,1
2257,1:+,2:-,+,1
2258,2:-,2:-,,1
2259,2:-,1:+,+,0.969
2260,2:-,1:+,+,0.888
2261,2:-,2:-,,1
2262,2:-,1:+,+,0.95
2263,2:-,2:-,,0.919
2264,2:-,2:-,,1
2265,2:-,1:+,+,1
2266,2:-,2:-,,0.997
2267,2:-,2:-,,1
2268,2:-,1:+,+,1
2269,2:-,1:+,+,1
2270,2:-,1:+,+,1
2271,1:+,2:-,+,1
2272,2:-,2:-,,1
2273,2:-,2:-,,0.999
2274,2:-,2:-,,0.71
2275,2:-,2:-,,1
2276,2:-,1:+,+,1
2277,2:-,2:-,,1
2278,2:-,2:-,,1
2279,2:-,2:-,,1
2280,2:-,2:-,,0.999
2281,2:-,2:-,,1
2282,2:-,2:-,,1
2283,2:-,2:-,,1
2284,2:-,2:-,,1
2285,1:+,2:-,+,1
2286,2:-,2:-,,1
2287,2:-,2:-,,1
2288,2:-,2:-,,1
2289,2:-,2:-,,1
2290,2:-,2:-,,1
2291,2:-,1:+,+,1
2292,2:-,2:-,,1
2293,2:-,1:+,+,0.662
2294,2:-,2:-,,1
2295,2:-,1:+,+,0.994
2296,2:-,1:+,+,1
2297,2:-,1:+,+,0.995
2298,2:-,2:-,,1
2299,2:-,1:+,+,1
2300,2:-,2:-,,1
2301,2:-,1:+,+,1
2302,2:-,1:+,+,1
2303,2:-,2:-,,1
2304,2:-,2:-,,1
2305,2:-,2:-,,1
2306,2:-,1:+,+,0.585
2307,2:-,2:-,,1
2308,2:-,1:+,+,1
2309,2:-,2:-,,0.937
2310,2:-,2:-,,1
2311,1:+,2:-,+,1
2312,2:-,2:-,,1
2313,2:-,2:-,,1
2314,2:-,2:-,,1
2315,2:-,2:-,,1
2316,2:-,2:-,,1
2317,1:+,2:-,+,1
2318,2:-,2:-,,1
2319,2:-,2:-,,1
2320,2:-,2:-,,1
2321,2:-,2:-,,1
2322,2:-,1:+,+,1
2323,1:+,2:-,+,1
2324,2:-,2:-,,1
2325,2:-,1:+,+,1
2326,2:-,1:+,+,1
2327,2:-,2:-,,1
2328,1:+,2:-,+,0.808
2329,2:-,1:+,+,1
2330,2:-,2:-,,1
2331,2:-,2:-,,1
2332,2:-,2:-,,0.922
2333,2:-,1:+,+,1
2334,2:-,1:+,+,0.864
2335,2:-,2:-,,1
2336,2:-,2:-,,1
2337,2:-,2:-,,1
2338,2:-,2:-,,1
2339,2:-,2:-,,1
2340,2:-,1:+,+,1
2341,2:-,2:-,,0.983
2342,2:-,2:-,,1
2343,2:-,2:-,,1
2344,2:-,2:-,,1
2345,2:-,1:+,+,1
2346,2:-,1:+,+,1
2347,2:-,1:+,+,1
2348,2:-,2:-,,0.519
2349,2:-,1:+,+,0.937
2350,2:-,2:-,,0.998
2351,2:-,1:+,+,1
2352,2:-,1:+,+,1
2353,2:-,2:-,,1
2354,2:-,2:-,,1
2355,2:-,2:-,,1
2356,2:-,2:-,,1
2357,2:-,1:+,+,0.995
2358,2:-,2:-,,1
2359,2:-,1:+,+,1
2360,2:-,2:-,,1
2361,2:-,2:-,,1
2362,2:-,1:+,+,1
2363,2:-,2:-,,1
2364,2:-,2:-,,1
2365,2:-,2:-,,1
2366,2:-,2:-,,1
2367,2:-,2:-,,1
2368,2:-,2:-,,1
2369,2:-,2:-,,1
2370,2:-,2:-,,1
2371,2:-,2:-,,0.719
2372,2:-,2:-,,1
2373,2:-,2:-,,1
2374,2:-,1:+,+,1
2375,2:-,2:-,,1
2376,2:-,2:-,,1
2377,2:-,2:-,,0.999
2378,2:-,2:-,,1
2379,2:-,2:-,,1
2380,2:-,2:-,,1
2381,1:+,1:+,,1
2382,2:-,2:-,,1
2383,2:-,2:-,,1
2384,2:-,2:-,,0.98
2385,2:-,2:-,,0.525
2386,2:-,1:+,+,1
2387,2:-,2:-,,1
2388,2:-,1:+,+,1
2389,2:-,2:-,,1
2390,2:-,2:-,,1
2391,2:-,1:+,+,1
2392,2:-,2:-,,1
2393,2:-,2:-,,1
2394,2:-,2:-,,1
2395,2:-,2:-,,1
2396,2:-,2:-,,1
2397,2:-,2:-,,1
2398,2:-,1:+,+,0.534
2399,2:-,1:+,+,1
2400,2:-,2:-,,1
2401,1:+,2:-,+,1
2402,2:-,1:+,+,0.993
2403,2:-,2:-,,1
2404,2:-,2:-,,1
2405,2:-,2:-,,1
2406,2:-,2:-,,1
2407,2:-,2:-,,0.609
2408,1:+,2:-,+,1
2409,2:-,2:-,,1
2410,2:-,1:+,+,1
2411,2:-,2:-,,1
2412,2:-,2:-,,1
2413,1:+,1:+,,1
2414,2:-,2:-,,1
2415,2:-,1:+,+,1
2416,2:-,2:-,,1
2417,2:-,2:-,,1
2418,2:-,1:+,+,1
2419,1:+,1:+,,1
2420,2:-,2:-,,1
2421,2:-,2:-,,1
2422,2:-,2:-,,0.997
2423,2:-,2:-,,1
2424,2:-,1:+,+,1
2425,2:-,2:-,,1
2426,2:-,2:-,,1
2427,2:-,1:+,+,1
2428,2:-,2:-,,1
2429,2:-,2:-,,1
2430,2:-,1:+,+,0.981
2431,2:-,1:+,+,0.994
2432,2:-,2:-,,1
2433,2:-,1:+,+,0.997
2434,2:-,2:-,,1
2435,1:+,2:-,+,1
2436,2:-,2:-,,1
2437,2:-,2:-,,1
2438,2:-,2:-,,1
2439,2:-,2:-,,1
2440,2:-,2:-,,1
2441,2:-,1:+,+,0.998
2442,2:-,2:-,,1
2443,2:-,2:-,,1
2444,2:-,2:-,,1
2445,2:-,1:+,+,1
2446,1:+,1:+,,1
2447,2:-,2:-,,1
2448,2:-,2:-,,1
2449,2:-,2:-,,1
2450,2:-,2:-,,1
2451,2:-,1:+,+,1
2452,1:+,1:+,,1
2453,2:-,2:-,,1
2454,2:-,2:-,,1
2455,2:-,2:-,,1
2456,2:-,2:-,,1
2457,2:-,2:-,,1
2458,2:-,1:+,+,1
2459,2:-,2:-,,1
2460,1:+,2:-,+,1
2461,2:-,1:+,+,1
2462,2:-,1:+,+,1
2463,2:-,2:-,,1
2464,2:-,2:-,,1
2465,2:-,2:-,,1
2466,2:-,1:+,+,1
2467,2:-,2:-,,1
2468,2:-,2:-,,1
2469,2:-,2:-,,1
2470,2:-,2:-,,1
2471,2:-,2:-,,1
2472,2:-,1:+,+,1
2473,2:-,2:-,,1
2474,2:-,1:+,+,1
2475,2:-,2:-,,1
2476,1:+,2:-,+,0.999
2477,1:+,2:-,+,1
2478,2:-,1:+,+,1
2479,2:-,2:-,,1
2480,1:+,1:+,,1
2481,2:-,1:+,+,1
2482,2:-,1:+,+,1
2483,2:-,2:-,,1
2484,2:-,2:-,,1
2485,2:-,1:+,+,1
2486,2:-,2:-,,1
2487,2:-,1:+,+,1
2488,2:-,2:-,,1
2489,2:-,2:-,,0.535
2490,2:-,2:-,,1
2491,2:-,1:+,+,1
2492,2:-,2:-,,1
2493,2:-,1:+,+,1
2494,2:-,2:-,,1
2495,2:-,1:+,+,0.999
2496,2:-,2:-,,1
2497,2:-,2:-,,1
2498,2:-,1:+,+,1
2499,2:-,2:-,,1
2500,2:-,1:+,+,1
2501,2:-,2:-,,1
2502,2:-,2:-,,1
2503,2:-,1:+,+,1
2504,2:-,1:+,+,1
2505,2:-,1:+,+,1
2506,2:-,2:-,,1
2507,2:-,2:-,,1
2508,2:-,2:-,,0.999
2509,2:-,2:-,,1
2510,2:-,2:-,,1
2511,2:-,1:+,+,1
2512,1:+,1:+,,0.952
2513,2:-,2:-,,1
2514,2:-,2:-,,1
2515,2:-,2:-,,1
2516,2:-,1:+,+,1
2517,2:-,2:-,,1
2518,2:-,2:-,,1
2519,2:-,2:-,,1
2520,2:-,2:-,,1
2521,1:+,2:-,+,1
2522,2:-,2:-,,1
2523,2:-,1:+,+,1
2524,2:-,2:-,,1
2525,2:-,1:+,+,1
2526,2:-,1:+,+,1
2527,2:-,2:-,,1
2528,2:-,1:+,+,1
2529,2:-,2:-,,1
2530,2:-,2:-,,1
2531,2:-,2:-,,1
2532,2:-,2:-,,1
2533,2:-,1:+,+,1
2534,2:-,2:-,,1
2535,2:-,2:-,,1
2536,2:-,2:-,,1
2537,2:-,2:-,,1
2538,2:-,2:-,,1
2539,2:-,2:-,,1
2540,2:-,2:-,,1
2541,2:-,1:+,+,0.992
2542,2:-,2:-,,1
2543,2:-,2:-,,1
2544,2:-,1:+,+,1
2545,2:-,2:-,,1
2546,2:-,2:-,,1
2547,2:-,2:-,,1
2548,2:-,1:+,+,1
2549,2:-,2:-,,1
2550,1:+,2:-,+,1
2551,2:-,1:+,+,0.53
2552,2:-,2:-,,1
2553,2:-,2:-,,1
2554,2:-,2:-,,1
2555,2:-,2:-,,1
2556,2:-,1:+,+,0.986
2557,2:-,2:-,,1
2558,2:-,1:+,+,1
2559,1:+,2:-,+,1
2560,2:-,1:+,+,1
2561,2:-,2:-,,1
2562,2:-,2:-,,1
2563,2:-,2:-,,1
2564,2:-,2:-,,1
2565,2:-,2:-,,1
2566,2:-,1:+,+,1
2567,2:-,2:-,,1
2568,2:-,2:-,,1
2569,2:-,2:-,,0.941
2570,2:-,1:+,+,1
2571,2:-,2:-,,1
2572,2:-,2:-,,1
2573,2:-,2:-,,1
2574,2:-,1:+,+,0.961
2575,2:-,2:-,,1
2576,2:-,2:-,,1
2577,2:-,2:-,,1
2578,2:-,2:-,,1
2579,2:-,1:+,+,1
2580,2:-,2:-,,1
2581,1:+,1:+,,0.985
2582,2:-,2:-,,1
2583,2:-,2:-,,1
2584,2:-,1:+,+,1
2585,2:-,2:-,,1
2586,1:+,1:+,,0.601
2587,2:-,2:-,,1
2588,2:-,2:-,,1
2589,2:-,1:+,+,1
2590,2:-,2:-,,1
2591,2:-,2:-,,1
2592,2:-,1:+,+,0.998
2593,2:-,2:-,,1
2594,2:-,2:-,,1
2595,2:-,2:-,,1
2596,2:-,2:-,,1
2597,2:-,1:+,+,0.983
2598,2:-,2:-,,1
2599,2:-,2:-,,1
2600,2:-,2:-,,1
2601,2:-,2:-,,1
2602,1:+,2:-,+,0.913
2603,2:-,2:-,,1
2604,2:-,2:-,,1
2605,2:-,2:-,,1
2606,2:-,2:-,,1
2607,2:-,2:-,,1
2608,2:-,1:+,+,0.9
2609,1:+,2:-,+,1
2610,2:-,2:-,,1
2611,2:-,1:+,+,1
2612,2:-,2:-,,0.974
2613,2:-,2:-,,1
2614,2:-,2:-,,1
2615,2:-,2:-,,1
2616,2:-,2:-,,1
2617,2:-,2:-,,1
2618,2:-,2:-,,1
2619,2:-,2:-,,1
2620,2:-,2:-,,1
2621,2:-,2:-,,1
2622,2:-,2:-,,1
2623,2:-,1:+,+,1
2624,2:-,2:-,,1
2625,2:-,2:-,,1
2626,2:-,2:-,,1
2627,2:-,2:-,,0.855
2628,2:-,2:-,,1
2629,2:-,1:+,+,1
2630,2:-,2:-,,1
2631,2:-,2:-,,1
2632,2:-,2:-,,1
2633,2:-,2:-,,1
2634,2:-,2:-,,1
2635,2:-,2:-,,0.999
2636,2:-,2:-,,1
2637,2:-,2:-,,1
2638,2:-,2:-,,1
2639,2:-,2:-,,1
2640,2:-,2:-,,1
2641,2:-,2:-,,1
2642,2:-,2:-,,1
2643,2:-,2:-,,1
2644,2:-,1:+,+,1
2645,2:-,2:-,,1
2646,2:-,2:-,,1
2647,2:-,2:-,,1
2648,2:-,2:-,,1
2649,1:+,2:-,+,1
2650,2:-,1:+,+,1
2651,2:-,2:-,,1
2652,2:-,1:+,+,1
2653,2:-,1:+,+,0.992
2654,2:-,1:+,+,1
2655,2:-,1:+,+,0.971
2656,2:-,2:-,,1
2657,2:-,2:-,,1
2658,2:-,2:-,,1
2659,2:-,1:+,+,1
2660,2:-,1:+,+,0.566
2661,2:-,2:-,,1
2662,2:-,2:-,,1
2663,2:-,2:-,,0.823
2664,2:-,2:-,,1
2665,2:-,2:-,,1
2666,2:-,2:-,,1
2667,2:-,2:-,,1
2668,2:-,2:-,,1
2669,2:-,2:-,,1
2670,2:-,2:-,,1
2671,2:-,2:-,,1
2672,2:-,2:-,,1
2673,2:-,2:-,,1
2674,2:-,2:-,,1
2675,2:-,2:-,,1
2676,1:+,2:-,+,1
2677,2:-,2:-,,1
2678,2:-,2:-,,1
2679,2:-,2:-,,1
2680,2:-,2:-,,1
2681,2:-,2:-,,1
2682,2:-,1:+,+,1
2683,1:+,2:-,+,1
2684,2:-,1:+,+,1
2685,2:-,2:-,,1
2686,2:-,2:-,,0.996
2687,2:-,1:+,+,1
2688,2:-,1:+,+,1
2689,2:-,2:-,,1
2690,2:-,2:-,,1
2691,2:-,2:-,,1
2692,2:-,2:-,,1
2693,2:-,2:-,,1
2694,2:-,2:-,,1
2695,2:-,2:-,,1
2696,2:-,2:-,,1
2697,1:+,2:-,+,1
2698,2:-,2:-,,1
2699,2:-,1:+,+,1
2700,2:-,2:-,,1
2701,1:+,2:-,+,1
2702,1:+,2:-,+,1
2703,2:-,2:-,,1
2704,2:-,2:-,,1
2705,2:-,2:-,,1
2706,2:-,2:-,,1
2707,1:+,2:-,+,1
2708,2:-,2:-,,1
2709,2:-,1:+,+,0.999
2710,2:-,2:-,,1
2711,2:-,2:-,,1
2712,2:-,2:-,,1
2713,2:-,2:-,,0.998
2714,2:-,2:-,,1
2715,1:+,2:-,+,1
2716,2:-,2:-,,1
2717,2:-,1:+,+,1
2718,2:-,1:+,+,1
2719,2:-,2:-,,1
2720,2:-,2:-,,1
2721,2:-,2:-,,1
2722,2:-,1:+,+,1
2723,1:+,1:+,,1
2724,2:-,2:-,,1
2725,2:-,2:-,,1
2726,2:-,2:-,,1
2727,2:-,2:-,,1
2728,2:-,2:-,,1
2729,2:-,2:-,,1
2730,2:-,2:-,,1
2731,2:-,2:-,,1
2732,2:-,1:+,+,1
2733,2:-,2:-,,1
2734,1:+,2:-,+,1
2735,2:-,2:-,,1
2736,2:-,1:+,+,1
2737,2:-,1:+,+,1
2738,2:-,2:-,,0.993
2739,2:-,2:-,,1
2740,1:+,2:-,+,1
2741,1:+,2:-,+,1
2742,2:-,1:+,+,1
2743,2:-,2:-,,1
2744,2:-,2:-,,1
2745,2:-,2:-,,0.748
2746,2:-,2:-,,1
2747,2:-,1:+,+,1
2748,2:-,1:+,+,0.998
2749,2:-,2:-,,1
2750,2:-,2:-,,1
2751,2:-,1:+,+,1
2752,2:-,2:-,,1
2753,2:-,2:-,,1
2754,2:-,1:+,+,1
2755,2:-,2:-,,1
2756,2:-,2:-,,1
2757,2:-,2:-,,1
2758,2:-,1:+,+,1
2759,2:-,2:-,,1
2760,2:-,2:-,,1
2761,2:-,2:-,,1
2762,2:-,2:-,,1
2763,2:-,2:-,,1
2764,2:-,2:-,,1
2765,2:-,1:+,+,1
2766,2:-,2:-,,0.963
2767,2:-,2:-,,1
2768,2:-,2:-,,1
2769,2:-,2:-,,0.971
2770,2:-,2:-,,1
2771,2:-,2:-,,1
2772,2:-,2:-,,1
2773,2:-,2:-,,1
2774,2:-,1:+,+,1
2775,2:-,1:+,+,0.977
2776,2:-,2:-,,1
2777,2:-,2:-,,1
2778,2:-,2:-,,1
2779,2:-,1:+,+,1
2780,2:-,2:-,,1
2781,2:-,2:-,,1
2782,2:-,2:-,,0.98
2783,2:-,2:-,,1
2784,2:-,2:-,,1
2785,2:-,2:-,,1
2786,2:-,2:-,,1
2787,2:-,2:-,,1
2788,2:-,2:-,,1
2789,2:-,2:-,,1
2790,2:-,1:+,+,1
2791,2:-,2:-,,1
2792,2:-,1:+,+,0.994
2793,2:-,2:-,,1
2794,2:-,2:-,,1
2795,2:-,2:-,,1
2796,2:-,1:+,+,1
2797,1:+,2:-,+,1
2798,1:+,1:+,,1
2799,2:-,2:-,,0.977
2800,2:-,1:+,+,1
2801,2:-,2:-,,1
2802,2:-,2:-,,1
2803,2:-,2:-,,1
2804,2:-,2:-,,1
2805,2:-,1:+,+,1
2806,2:-,2:-,,1
2807,1:+,2:-,+,1
2808,2:-,1:+,+,1
2809,2:-,2:-,,1
2810,2:-,1:+,+,1
2811,2:-,1:+,+,1
2812,2:-,1:+,+,1
2813,2:-,2:-,,1
2814,2:-,2:-,,1
2815,2:-,2:-,,1
2816,2:-,2:-,,1
2817,2:-,2:-,,1
2818,2:-,2:-,,1
2819,2:-,2:-,,1
2820,2:-,1:+,+,0.999
2821,1:+,1:+,,1
2822,2:-,1:+,+,1
2823,2:-,2:-,,1
2824,2:-,2:-,,1
2825,2:-,2:-,,1
2826,2:-,2:-,,0.991
2827,2:-,2:-,,1
2828,2:-,2:-,,1
2829,2:-,2:-,,1
2830,2:-,2:-,,1
2831,1:+,2:-,+,1
2832,2:-,2:-,,1
2833,2:-,1:+,+,1
2834,1:+,2:-,+,1
2835,2:-,2:-,,1
2836,2:-,2:-,,1
2837,2:-,2:-,,1
2838,2:-,2:-,,1
2839,2:-,2:-,,1
2840,2:-,2:-,,1
2841,2:-,1:+,+,1
2842,2:-,2:-,,1
2843,2:-,2:-,,1
2844,1:+,2:-,+,1
2845,2:-,2:-,,1
2846,2:-,2:-,,1
2847,2:-,2:-,,1
2848,2:-,2:-,,1
2849,2:-,1:+,+,1
2850,2:-,2:-,,1
2851,2:-,2:-,,1
2852,2:-,1:+,+,1
2853,2:-,2:-,,1
2854,2:-,2:-,,1
2855,1:+,1:+,,0.782
2856,2:-,1:+,+,1
2857,2:-,1:+,+,1
2858,2:-,2:-,,1
2859,2:-,2:-,,0.983
2860,2:-,2:-,,1
2861,2:-,2:-,,0.999
2862,2:-,2:-,,1
2863,2:-,2:-,,1
2864,2:-,2:-,,1
2865,2:-,1:+,+,1
2866,1:+,2:-,+,1
2867,1:+,2:-,+,0.649
2868,2:-,2:-,,1
2869,2:-,2:-,,1
2870,2:-,2:-,,1
2871,2:-,2:-,,1
2872,2:-,2:-,,1
2873,2:-,2:-,,1
2874,2:-,2:-,,1
2875,2:-,2:-,,1
2876,2:-,1:+,+,0.881
2877,2:-,2:-,,1
2878,2:-,2:-,,1
2879,1:+,2:-,+,1
2880,1:+,1:+,,1
2881,2:-,2:-,,0.674
2882,2:-,2:-,,0.971
2883,2:-,2:-,,1
2884,2:-,2:-,,1
2885,2:-,1:+,+,0.636
2886,2:-,2:-,,1
2887,2:-,1:+,+,1
2888,2:-,2:-,,1
2889,1:+,2:-,+,1
2890,2:-,2:-,,1
2891,2:-,2:-,,1
2892,2:-,2:-,,1
2893,2:-,2:-,,1
2894,2:-,2:-,,1
2895,2:-,2:-,,0.989
2896,2:-,2:-,,1
2897,2:-,2:-,,1
2898,2:-,1:+,+,1
2899,2:-,2:-,,1
2900,2:-,1:+,+,1
2901,2:-,2:-,,1
2902,2:-,1:+,+,0.999
2903,2:-,1:+,+,1
2904,2:-,2:-,,1
2905,2:-,2:-,,1
2906,2:-,2:-,,1
2907,2:-,2:-,,1
2908,2:-,2:-,,1
2909,2:-,2:-,,1
2910,2:-,2:-,,1
2911,2:-,2:-,,1
2912,2:-,2:-,,1
2913,2:-,2:-,,1
2914,2:-,1:+,+,1
2915,2:-,2:-,,1
2916,2:-,2:-,,1
2917,2:-,1:+,+,1
2918,2:-,2:-,,1
2919,2:-,2:-,,1
2920,2:-,1:+,+,1
2921,2:-,2:-,,1
2922,2:-,1:+,+,0.996
2923,2:-,2:-,,1
2924,2:-,2:-,,1
2925,2:-,2:-,,1
2926,2:-,2:-,,1
2927,2:-,2:-,,1
2928,1:+,1:+,,0.999
2929,2:-,2:-,,1
2930,2:-,2:-,,1
2931,2:-,2:-,,1
2932,2:-,2:-,,1
2933,2:-,2:-,,1
2934,2:-,2:-,,1
2935,2:-,2:-,,1
2936,2:-,2:-,,1
2937,1:+,2:-,+,1
2938,2:-,2:-,,1
2939,2:-,2:-,,1
2940,1:+,2:-,+,1
2941,1:+,2:-,+,1
2942,2:-,2:-,,0.778
2943,2:-,2:-,,1
2944,2:-,2:-,,1
2945,2:-,2:-,,1
2946,2:-,1:+,+,1
2947,2:-,1:+,+,1
2948,2:-,2:-,,0.99
2949,2:-,2:-,,1
2950,2:-,1:+,+,1
2951,2:-,2:-,,1
2952,2:-,2:-,,1
2953,2:-,2:-,,1
2954,2:-,2:-,,1
