inst#,actual,predicted,error,prediction
1815,2:-,2:-,,0.997
1816,2:-,2:-,,0.668
1817,2:-,2:-,,1
1818,2:-,2:-,,0.999
1819,2:-,2:-,,0.841
1820,2:-,2:-,,0.999
1821,2:-,2:-,,0.871
1822,2:-,2:-,,0.899
1823,2:-,2:-,,0.999
1824,1:+,2:-,+,0.693
1825,2:-,2:-,,0.999
1826,2:-,2:-,,0.747
1827,2:-,2:-,,0.999
1828,2:-,2:-,,1
1829,2:-,2:-,,0.775
1830,1:+,1:+,,0.516
1831,2:-,2:-,,0.954
1832,2:-,2:-,,0.897
1833,2:-,1:+,+,0.572
1834,2:-,1:+,+,0.996
1835,2:-,2:-,,0.988
1836,2:-,2:-,,0.817
1837,2:-,2:-,,1
1838,2:-,2:-,,0.977
1839,2:-,2:-,,0.828
1840,2:-,2:-,,0.552
1841,2:-,2:-,,1
1842,1:+,1:+,,0.788
1843,2:-,2:-,,0.792
1844,2:-,2:-,,0.983
1845,2:-,2:-,,0.73
1846,2:-,1:+,+,0.998
1847,2:-,2:-,,1
1848,2:-,2:-,,0.999
1849,1:+,2:-,+,0.754
1850,2:-,2:-,,0.907
1851,2:-,2:-,,0.976
1852,1:+,1:+,,0.877
1853,2:-,2:-,,0.981
1854,2:-,2:-,,0.751
1855,2:-,1:+,+,0.858
1856,2:-,2:-,,0.986
1857,2:-,2:-,,0.958
1858,2:-,2:-,,0.937
1859,2:-,2:-,,0.964
1860,2:-,2:-,,0.95
1861,2:-,2:-,,0.979
1862,2:-,2:-,,0.713
1863,2:-,2:-,,0.993
1864,2:-,1:+,+,1
1865,2:-,2:-,,0.992
1866,2:-,2:-,,0.692
1867,2:-,2:-,,0.999
1868,2:-,2:-,,0.976
1869,2:-,1:+,+,0.931
1870,2:-,2:-,,0.999
1871,2:-,2:-,,0.999
1872,2:-,2:-,,0.999
1873,2:-,1:+,+,0.763
1874,1:+,2:-,+,0.724
1875,2:-,2:-,,0.997
1876,2:-,2:-,,0.766
1877,2:-,1:+,+,0.593
1878,2:-,2:-,,0.77
1879,2:-,2:-,,0.931
1880,2:-,2:-,,0.658
1881,2:-,2:-,,0.991
1882,2:-,1:+,+,0.928
1883,2:-,1:+,+,0.571
1884,2:-,2:-,,0.97
1885,1:+,2:-,+,0.997
1886,2:-,2:-,,0.986
1887,2:-,2:-,,0.868
1888,2:-,1:+,+,0.783
1889,2:-,2:-,,0.648
1890,2:-,2:-,,1
1891,2:-,2:-,,0.564
1892,2:-,1:+,+,1
1893,2:-,2:-,,0.804
1894,2:-,2:-,,0.997
1895,2:-,2:-,,0.991
1896,2:-,2:-,,1
1897,2:-,2:-,,0.967
1898,2:-,1:+,+,0.506
1899,2:-,2:-,,1
1900,2:-,2:-,,0.974
1901,2:-,2:-,,0.945
1902,2:-,2:-,,0.855
1903,2:-,2:-,,0.944
1904,2:-,1:+,+,0.597
1905,2:-,2:-,,0.977
1906,2:-,2:-,,0.89
1907,2:-,1:+,+,0.884
1908,2:-,1:+,+,0.591
1909,2:-,2:-,,0.905
1910,2:-,1:+,+,0.867
1911,2:-,1:+,+,0.991
1912,2:-,2:-,,0.984
1913,2:-,2:-,,0.845
1914,2:-,1:+,+,0.716
1915,1:+,1:+,,0.862
1916,2:-,2:-,,0.748
1917,2:-,2:-,,0.794
1918,1:+,1:+,,0.893
1919,2:-,2:-,,1
1920,2:-,2:-,,0.964
1921,2:-,2:-,,0.505
1922,2:-,1:+,+,0.777
1923,2:-,2:-,,0.852
1924,2:-,2:-,,0.673
1925,2:-,2:-,,0.98
1926,2:-,2:-,,1
1927,2:-,2:-,,0.989
1928,2:-,1:+,+,0.502
1929,2:-,1:+,+,0.735
1930,2:-,2:-,,1
1931,2:-,2:-,,0.999
1932,2:-,2:-,,0.95
1933,2:-,2:-,,0.743
1934,2:-,2:-,,0.613
1935,2:-,2:-,,0.851
1936,2:-,2:-,,0.856
1937,2:-,1:+,+,0.554
1938,2:-,1:+,+,0.945
1939,2:-,1:+,+,0.928
1940,2:-,2:-,,0.999
1941,2:-,2:-,,1
1942,2:-,1:+,+,0.669
1943,2:-,2:-,,0.774
1944,2:-,1:+,+,0.738
1945,2:-,1:+,+,0.999
1946,2:-,1:+,+,0.662
1947,2:-,2:-,,0.996
1948,2:-,1:+,+,0.556
1949,1:+,2:-,+,0.944
1950,2:-,2:-,,0.94
1951,2:-,2:-,,0.604
1952,2:-,2:-,,0.832
1953,2:-,1:+,+,0.78
1954,2:-,1:+,+,1
1955,2:-,2:-,,1
1956,2:-,2:-,,0.849
1957,2:-,1:+,+,1
1958,2:-,2:-,,0.999
1959,2:-,2:-,,0.992
1960,2:-,2:-,,0.846
1961,2:-,2:-,,0.999
1962,2:-,2:-,,0.634
1963,2:-,2:-,,0.996
1964,2:-,2:-,,1
1965,2:-,1:+,+,0.551
1966,2:-,2:-,,1
1967,2:-,2:-,,1
1968,2:-,2:-,,0.962
1969,1:+,2:-,+,0.963
1970,1:+,2:-,+,0.991
1971,2:-,2:-,,0.708
1972,2:-,2:-,,0.861
1973,2:-,2:-,,0.988
1974,2:-,2:-,,0.824
1975,2:-,2:-,,0.932
1976,2:-,2:-,,0.783
1977,2:-,2:-,,0.939
1978,2:-,1:+,+,0.991
1979,2:-,2:-,,0.991
1980,2:-,2:-,,0.83
1981,2:-,2:-,,1
1982,2:-,2:-,,1
1983,2:-,2:-,,0.793
1984,2:-,2:-,,0.997
1985,2:-,2:-,,0.61
1986,2:-,2:-,,0.998
1987,2:-,2:-,,0.999
1988,2:-,2:-,,0.953
1989,2:-,2:-,,0.929
1990,2:-,2:-,,1
1991,2:-,2:-,,0.982
1992,2:-,2:-,,0.968
1993,2:-,2:-,,0.878
1994,2:-,2:-,,0.998
1995,2:-,2:-,,0.785
1996,2:-,2:-,,0.892
1997,2:-,2:-,,0.62
1998,2:-,2:-,,0.994
1999,2:-,2:-,,0.709
2000,2:-,2:-,,0.982
2001,2:-,2:-,,0.769
2002,1:+,1:+,,0.819
2003,1:+,2:-,+,1
2004,2:-,2:-,,0.998
2005,2:-,2:-,,0.705
2006,2:-,2:-,,0.874
2007,2:-,1:+,+,0.948
2008,1:+,1:+,,0.729
2009,1:+,2:-,+,0.792
2010,2:-,2:-,,0.668
2011,2:-,2:-,,0.996
2012,2:-,2:-,,0.804
2013,2:-,2:-,,0.628
2014,2:-,2:-,,0.639
2015,2:-,2:-,,0.996
2016,2:-,1:+,+,0.96
2017,2:-,2:-,,0.986
2018,2:-,2:-,,0.999
2019,2:-,2:-,,1
2020,2:-,2:-,,1
2021,1:+,1:+,,0.876
2022,2:-,2:-,,0.588
2023,2:-,1:+,+,0.806
2024,2:-,2:-,,0.997
2025,2:-,2:-,,0.964
2026,2:-,2:-,,0.879
2027,2:-,2:-,,0.933
2028,2:-,2:-,,1
2029,1:+,2:-,+,0.918
2030,2:-,1:+,+,0.798
2031,2:-,2:-,,0.986
2032,2:-,2:-,,0.784
2033,2:-,2:-,,0.983
2034,2:-,2:-,,0.94
2035,2:-,1:+,+,0.989
2036,1:+,2:-,+,0.94
2037,2:-,1:+,+,1
2038,2:-,2:-,,0.874
2039,2:-,1:+,+,0.999
2040,2:-,2:-,,0.685
2041,2:-,2:-,,0.519
2042,2:-,2:-,,1
2043,2:-,2:-,,0.905
2044,2:-,2:-,,1
2045,2:-,1:+,+,0.7
2046,2:-,2:-,,0.993
2047,2:-,2:-,,0.992
2048,2:-,2:-,,0.902
2049,2:-,2:-,,0.994
2050,2:-,2:-,,0.946
2051,2:-,1:+,+,0.568
2052,2:-,2:-,,0.967
2053,2:-,2:-,,0.985
2054,2:-,2:-,,0.989
2055,2:-,2:-,,0.965
2056,2:-,2:-,,0.955
2057,2:-,2:-,,0.602
2058,2:-,2:-,,1
2059,2:-,2:-,,0.975
2060,1:+,2:-,+,0.99
2061,2:-,2:-,,0.974
2062,2:-,2:-,,1
2063,2:-,2:-,,0.814
2064,2:-,2:-,,0.839
2065,1:+,1:+,,0.974
2066,2:-,1:+,+,0.941
2067,2:-,2:-,,0.998
2068,2:-,2:-,,0.999
2069,2:-,2:-,,0.998
2070,2:-,2:-,,1
2071,2:-,2:-,,1
2072,2:-,1:+,+,0.962
2073,2:-,2:-,,1
2074,2:-,2:-,,0.503
2075,2:-,2:-,,0.947
2076,2:-,2:-,,0.607
2077,2:-,2:-,,0.857
2078,2:-,2:-,,0.995
2079,2:-,1:+,+,1
2080,2:-,2:-,,0.893
2081,2:-,2:-,,0.942
2082,2:-,2:-,,0.996
2083,2:-,2:-,,0.988
2084,2:-,2:-,,0.763
2085,2:-,1:+,+,0.983
2086,2:-,2:-,,0.976
2087,2:-,2:-,,0.998
2088,2:-,2:-,,0.919
2089,2:-,2:-,,0.988
2090,2:-,1:+,+,0.538
2091,2:-,1:+,+,0.89
2092,2:-,2:-,,0.924
2093,2:-,2:-,,0.927
2094,2:-,2:-,,1
2095,2:-,2:-,,0.713
2096,2:-,2:-,,0.903
2097,2:-,2:-,,0.918
2098,2:-,2:-,,0.734
2099,2:-,2:-,,0.991
2100,2:-,2:-,,1
2101,2:-,2:-,,0.521
2102,2:-,2:-,,0.783
2103,2:-,2:-,,0.982
2104,2:-,2:-,,0.921
2105,2:-,1:+,+,0.825
2106,2:-,2:-,,0.907
2107,2:-,2:-,,0.985
2108,2:-,2:-,,0.924
2109,2:-,2:-,,1
2110,2:-,1:+,+,0.775
2111,2:-,2:-,,0.826
2112,2:-,2:-,,0.993
2113,2:-,2:-,,0.934
2114,2:-,1:+,+,0.653
2115,2:-,2:-,,0.999
2116,1:+,2:-,+,0.984
2117,2:-,1:+,+,0.914
2118,2:-,2:-,,0.889
2119,2:-,2:-,,0.999
2120,2:-,2:-,,0.634
2121,2:-,2:-,,0.992
2122,2:-,2:-,,0.725
2123,2:-,2:-,,0.572
2124,2:-,1:+,+,0.952
2125,2:-,2:-,,0.987
2126,2:-,2:-,,1
2127,2:-,2:-,,0.982
2128,1:+,2:-,+,0.976
2129,2:-,1:+,+,0.86
2130,2:-,2:-,,0.998
2131,2:-,2:-,,0.989
2132,2:-,2:-,,1
2133,2:-,1:+,+,0.534
2134,2:-,2:-,,0.842
2135,2:-,2:-,,0.667
2136,2:-,2:-,,0.999
2137,2:-,2:-,,0.684
2138,2:-,1:+,+,0.875
2139,2:-,1:+,+,1
2140,2:-,2:-,,0.994
2141,2:-,2:-,,0.99
2142,2:-,2:-,,0.992
2143,1:+,2:-,+,0.964
2144,1:+,2:-,+,0.992
2145,2:-,1:+,+,0.925
2146,2:-,2:-,,0.665
2147,2:-,2:-,,0.996
2148,1:+,1:+,,0.954
2149,2:-,2:-,,0.999
2150,2:-,1:+,+,0.535
2151,2:-,2:-,,0.979
2152,1:+,1:+,,0.905
2153,2:-,1:+,+,0.93
2154,2:-,2:-,,1
2155,2:-,2:-,,0.979
2156,2:-,2:-,,0.984
2157,2:-,2:-,,1
2158,2:-,2:-,,0.769
2159,2:-,2:-,,0.998
2160,2:-,2:-,,0.973
2161,2:-,2:-,,0.712
2162,2:-,1:+,+,0.535
2163,2:-,2:-,,1
2164,2:-,2:-,,0.98
2165,2:-,1:+,+,0.985
2166,2:-,2:-,,0.994
2167,2:-,2:-,,0.647
2168,1:+,1:+,,0.742
2169,2:-,2:-,,0.735
2170,2:-,2:-,,0.829
2171,2:-,2:-,,0.921
2172,2:-,2:-,,0.988
2173,2:-,2:-,,0.642
2174,2:-,2:-,,0.982
2175,2:-,2:-,,0.999
2176,2:-,2:-,,0.998
2177,1:+,2:-,+,0.962
2178,2:-,2:-,,0.963
2179,2:-,1:+,+,0.744
2180,2:-,2:-,,0.968
2181,2:-,2:-,,0.977
2182,2:-,2:-,,0.985
2183,2:-,2:-,,0.923
2184,2:-,2:-,,0.975
2185,2:-,2:-,,0.94
2186,2:-,1:+,+,0.67
2187,2:-,2:-,,0.987
2188,2:-,2:-,,0.937
2189,2:-,2:-,,0.994
2190,2:-,2:-,,0.588
2191,2:-,1:+,+,0.911
2192,2:-,2:-,,1
2193,2:-,2:-,,0.958
2194,2:-,2:-,,0.933
2195,2:-,2:-,,0.959
2196,2:-,2:-,,0.988
2197,1:+,1:+,,0.594
2198,2:-,2:-,,0.921
2199,2:-,2:-,,0.993
2200,2:-,2:-,,0.6
2201,2:-,2:-,,0.982
2202,2:-,2:-,,0.656
2203,2:-,2:-,,1
2204,2:-,2:-,,0.927
2205,2:-,2:-,,0.888
2206,2:-,1:+,+,0.548
2207,2:-,2:-,,0.892
2208,2:-,2:-,,0.939
2209,2:-,2:-,,0.993
2210,2:-,2:-,,0.972
2211,2:-,2:-,,0.993
2212,2:-,2:-,,0.6
2213,2:-,2:-,,0.598
2214,2:-,2:-,,0.967
2215,2:-,1:+,+,0.574
2216,2:-,2:-,,0.999
2217,2:-,2:-,,0.997
2218,2:-,2:-,,1
2219,2:-,2:-,,0.982
2220,2:-,2:-,,0.94
2221,2:-,1:+,+,0.989
2222,2:-,2:-,,1
2223,2:-,2:-,,0.989
2224,2:-,2:-,,0.999
2225,2:-,2:-,,0.999
2226,2:-,1:+,+,0.909
2227,2:-,2:-,,1
2228,2:-,2:-,,0.945
2229,2:-,2:-,,0.992
2230,2:-,2:-,,0.938
2231,2:-,1:+,+,0.797
2232,2:-,1:+,+,0.722
2233,1:+,1:+,,0.799
2234,2:-,2:-,,0.993
2235,2:-,1:+,+,0.675
2236,2:-,2:-,,0.997
2237,2:-,2:-,,0.972
2238,2:-,2:-,,0.996
2239,2:-,2:-,,0.969
2240,2:-,2:-,,0.639
2241,2:-,2:-,,0.863
2242,2:-,1:+,+,0.551
2243,2:-,2:-,,0.987
2244,2:-,2:-,,0.531
2245,2:-,2:-,,0.964
2246,2:-,2:-,,0.984
2247,1:+,2:-,+,0.947
2248,2:-,2:-,,0.983
2249,1:+,2:-,+,0.748
2250,2:-,1:+,+,0.58
2251,2:-,2:-,,1
2252,2:-,2:-,,0.997
2253,2:-,2:-,,0.994
2254,2:-,2:-,,0.577
2255,2:-,2:-,,0.998
2256,2:-,1:+,+,0.926
2257,1:+,2:-,+,0.681
2258,2:-,2:-,,0.999
2259,2:-,2:-,,0.952
2260,2:-,2:-,,1
2261,2:-,2:-,,0.99
2262,2:-,1:+,+,0.893
2263,2:-,2:-,,0.559
2264,2:-,2:-,,0.955
2265,2:-,2:-,,0.824
2266,2:-,1:+,+,0.572
2267,2:-,1:+,+,0.741
2268,2:-,1:+,+,0.953
2269,2:-,2:-,,0.939
2270,2:-,2:-,,0.698
2271,1:+,1:+,,0.963
2272,2:-,2:-,,0.975
2273,2:-,2:-,,1
2274,2:-,2:-,,0.931
2275,2:-,2:-,,1
2276,2:-,2:-,,0.657
2277,2:-,2:-,,0.602
2278,2:-,2:-,,0.983
2279,2:-,2:-,,0.915
2280,2:-,2:-,,0.999
2281,2:-,2:-,,0.913
2282,2:-,2:-,,0.558
2283,2:-,2:-,,1
2284,2:-,2:-,,0.953
2285,1:+,1:+,,0.577
2286,2:-,2:-,,1
2287,2:-,2:-,,1
2288,2:-,2:-,,0.997
2289,2:-,2:-,,0.996
2290,2:-,2:-,,0.994
2291,2:-,1:+,+,0.557
2292,2:-,2:-,,0.672
2293,2:-,2:-,,0.842
2294,2:-,2:-,,0.757
2295,2:-,1:+,+,0.63
2296,2:-,1:+,+,0.596
2297,2:-,1:+,+,0.773
2298,2:-,2:-,,1
2299,2:-,2:-,,0.914
2300,2:-,2:-,,1
2301,2:-,1:+,+,0.624
2302,2:-,2:-,,1
2303,2:-,2:-,,0.882
2304,2:-,2:-,,0.783
2305,2:-,2:-,,0.884
2306,2:-,2:-,,0.98
2307,2:-,2:-,,0.999
2308,2:-,1:+,+,0.86
2309,2:-,2:-,,0.722
2310,2:-,2:-,,0.974
2311,1:+,1:+,,0.613
2312,2:-,2:-,,0.997
2313,2:-,2:-,,0.999
2314,2:-,2:-,,0.901
2315,2:-,2:-,,0.954
2316,2:-,2:-,,1
2317,1:+,2:-,+,0.998
2318,2:-,2:-,,0.998
2319,2:-,2:-,,0.978
2320,2:-,2:-,,0.989
2321,2:-,2:-,,0.814
2322,2:-,1:+,+,1
2323,1:+,2:-,+,0.946
2324,2:-,2:-,,0.997
2325,2:-,1:+,+,0.758
2326,2:-,2:-,,0.573
2327,2:-,2:-,,0.961
2328,1:+,2:-,+,0.986
2329,2:-,2:-,,0.75
2330,2:-,2:-,,0.964
2331,2:-,2:-,,0.966
2332,2:-,2:-,,1
2333,2:-,2:-,,0.709
2334,2:-,2:-,,1
2335,2:-,2:-,,0.987
2336,2:-,2:-,,0.628
2337,2:-,2:-,,0.988
2338,2:-,2:-,,0.839
2339,2:-,1:+,+,0.569
2340,2:-,2:-,,0.922
2341,2:-,2:-,,0.963
2342,2:-,2:-,,0.992
2343,2:-,2:-,,1
2344,2:-,2:-,,0.963
2345,2:-,1:+,+,0.543
2346,2:-,1:+,+,0.978
2347,2:-,2:-,,0.894
2348,2:-,2:-,,0.799
2349,2:-,2:-,,0.624
2350,2:-,1:+,+,0.797
2351,2:-,2:-,,0.979
2352,2:-,1:+,+,0.901
2353,2:-,2:-,,0.996
2354,2:-,2:-,,1
2355,2:-,2:-,,1
2356,2:-,2:-,,0.999
2357,2:-,2:-,,0.846
2358,2:-,2:-,,0.941
2359,2:-,2:-,,0.892
2360,2:-,2:-,,0.52
2361,2:-,2:-,,0.959
2362,2:-,2:-,,0.735
2363,2:-,2:-,,0.985
2364,2:-,2:-,,0.997
2365,2:-,2:-,,1
2366,2:-,2:-,,0.88
2367,2:-,2:-,,0.597
2368,2:-,2:-,,1
2369,2:-,2:-,,0.999
2370,2:-,2:-,,0.999
2371,2:-,2:-,,0.856
2372,2:-,2:-,,0.993
2373,2:-,2:-,,0.996
2374,2:-,2:-,,0.816
2375,2:-,2:-,,1
2376,2:-,2:-,,0.981
2377,2:-,2:-,,0.999
2378,2:-,1:+,+,0.75
2379,2:-,2:-,,1
2380,2:-,2:-,,0.989
2381,1:+,1:+,,0.725
2382,2:-,2:-,,1
2383,2:-,2:-,,0.768
2384,2:-,2:-,,0.938
2385,2:-,2:-,,0.999
2386,2:-,2:-,,0.995
2387,2:-,2:-,,0.997
2388,2:-,2:-,,0.554
2389,2:-,2:-,,0.628
2390,2:-,2:-,,0.868
2391,2:-,2:-,,0.639
2392,2:-,2:-,,0.993
2393,2:-,2:-,,0.861
2394,2:-,2:-,,0.993
2395,2:-,1:+,+,0.893
2396,2:-,2:-,,0.75
2397,2:-,2:-,,0.999
2398,2:-,2:-,,0.843
2399,2:-,1:+,+,0.996
2400,2:-,2:-,,0.958
2401,1:+,2:-,+,0.691
2402,2:-,2:-,,0.933
2403,2:-,2:-,,1
2404,2:-,1:+,+,0.879
2405,2:-,2:-,,0.87
2406,2:-,2:-,,0.981
2407,2:-,2:-,,1
2408,1:+,2:-,+,0.99
2409,2:-,1:+,+,0.557
2410,2:-,1:+,+,0.543
2411,2:-,2:-,,0.873
2412,2:-,2:-,,1
2413,1:+,1:+,,0.575
2414,2:-,2:-,,0.881
2415,2:-,2:-,,0.595
2416,2:-,2:-,,0.991
2417,2:-,2:-,,0.949
2418,2:-,2:-,,0.999
2419,1:+,1:+,,0.924
2420,2:-,2:-,,0.894
2421,2:-,2:-,,0.983
2422,2:-,1:+,+,0.923
2423,2:-,2:-,,0.991
2424,2:-,2:-,,0.999
2425,2:-,1:+,+,0.53
2426,2:-,2:-,,1
2427,2:-,2:-,,0.951
2428,2:-,2:-,,0.996
2429,2:-,2:-,,0.98
2430,2:-,2:-,,0.752
2431,2:-,2:-,,0.758
2432,2:-,2:-,,1
2433,2:-,1:+,+,0.988
2434,2:-,2:-,,0.922
2435,1:+,2:-,+,1
2436,2:-,2:-,,0.912
2437,2:-,1:+,+,0.927
2438,2:-,2:-,,0.887
2439,2:-,2:-,,0.648
2440,2:-,2:-,,0.914
2441,2:-,2:-,,0.873
2442,2:-,2:-,,0.999
2443,2:-,2:-,,0.994
2444,2:-,2:-,,0.951
2445,2:-,2:-,,0.997
2446,1:+,1:+,,0.787
2447,2:-,2:-,,0.969
2448,2:-,2:-,,0.631
2449,2:-,2:-,,0.999
2450,2:-,2:-,,0.999
2451,2:-,1:+,+,1
2452,1:+,2:-,+,0.966
2453,2:-,2:-,,0.918
2454,2:-,2:-,,1
2455,2:-,2:-,,1
2456,2:-,2:-,,0.523
2457,2:-,2:-,,0.967
2458,2:-,1:+,+,0.656
2459,2:-,2:-,,0.728
2460,1:+,2:-,+,0.992
2461,2:-,1:+,+,0.747
2462,2:-,1:+,+,0.952
2463,2:-,2:-,,0.938
2464,2:-,2:-,,0.692
2465,2:-,1:+,+,0.591
2466,2:-,2:-,,0.664
2467,2:-,2:-,,0.526
2468,2:-,2:-,,0.996
2469,2:-,2:-,,0.989
2470,2:-,2:-,,0.999
2471,2:-,2:-,,0.999
2472,2:-,1:+,+,0.999
2473,2:-,2:-,,0.821
2474,2:-,1:+,+,0.731
2475,2:-,2:-,,1
2476,1:+,2:-,+,0.573
2477,1:+,2:-,+,0.69
2478,2:-,1:+,+,0.71
2479,2:-,2:-,,1
2480,1:+,1:+,,0.731
2481,2:-,2:-,,0.602
2482,2:-,1:+,+,0.997
2483,2:-,2:-,,0.886
2484,2:-,2:-,,0.994
2485,2:-,1:+,+,0.834
2486,2:-,2:-,,0.997
2487,2:-,1:+,+,0.94
2488,2:-,2:-,,1
2489,2:-,2:-,,0.75
2490,2:-,2:-,,0.976
2491,2:-,1:+,+,0.982
2492,2:-,2:-,,0.971
2493,2:-,1:+,+,0.996
2494,2:-,1:+,+,0.978
2495,2:-,1:+,+,0.871
2496,2:-,2:-,,0.975
2497,2:-,2:-,,0.996
2498,2:-,2:-,,0.606
2499,2:-,2:-,,1
2500,2:-,2:-,,0.854
2501,2:-,2:-,,0.986
2502,2:-,2:-,,0.97
2503,2:-,2:-,,0.845
2504,2:-,2:-,,0.718
2505,2:-,2:-,,0.98
2506,2:-,2:-,,0.945
2507,2:-,1:+,+,0.973
2508,2:-,1:+,+,0.621
2509,2:-,2:-,,0.986
2510,2:-,2:-,,1
2511,2:-,2:-,,0.683
2512,1:+,1:+,,0.543
2513,2:-,2:-,,0.724
2514,2:-,2:-,,0.973
2515,2:-,2:-,,0.899
2516,2:-,2:-,,1
2517,2:-,2:-,,0.987
2518,2:-,2:-,,0.991
2519,2:-,2:-,,0.999
2520,2:-,2:-,,0.996
2521,1:+,2:-,+,0.926
2522,2:-,2:-,,0.896
2523,2:-,2:-,,1
2524,2:-,2:-,,0.984
2525,2:-,1:+,+,0.91
2526,2:-,2:-,,0.672
2527,2:-,1:+,+,0.635
2528,2:-,1:+,+,0.755
2529,2:-,2:-,,1
2530,2:-,1:+,+,0.976
2531,2:-,2:-,,0.999
2532,2:-,1:+,+,0.883
2533,2:-,1:+,+,0.61
2534,2:-,2:-,,0.955
2535,2:-,1:+,+,0.707
2536,2:-,2:-,,0.998
2537,2:-,2:-,,0.989
2538,2:-,2:-,,0.994
2539,2:-,2:-,,0.998
2540,2:-,2:-,,0.856
2541,2:-,1:+,+,0.999
2542,2:-,2:-,,1
2543,2:-,2:-,,0.939
2544,2:-,2:-,,0.984
2545,2:-,2:-,,0.952
2546,2:-,2:-,,0.826
2547,2:-,2:-,,0.726
2548,2:-,2:-,,0.745
2549,2:-,2:-,,0.781
2550,1:+,1:+,,0.999
2551,2:-,2:-,,0.967
2552,2:-,2:-,,0.904
2553,2:-,1:+,+,0.865
2554,2:-,2:-,,0.984
2555,2:-,2:-,,1
2556,2:-,2:-,,0.502
2557,2:-,2:-,,0.956
2558,2:-,1:+,+,0.785
2559,1:+,2:-,+,0.971
2560,2:-,1:+,+,0.999
2561,2:-,2:-,,0.584
2562,2:-,2:-,,1
2563,2:-,2:-,,0.971
2564,2:-,2:-,,0.864
2565,2:-,2:-,,0.809
2566,2:-,1:+,+,0.985
2567,2:-,2:-,,0.994
2568,2:-,2:-,,0.841
2569,2:-,2:-,,0.55
2570,2:-,1:+,+,0.796
2571,2:-,1:+,+,0.632
2572,2:-,2:-,,0.899
2573,2:-,1:+,+,0.991
2574,2:-,2:-,,0.6
2575,2:-,2:-,,0.796
2576,2:-,2:-,,0.962
2577,2:-,1:+,+,0.827
2578,2:-,2:-,,0.916
2579,2:-,2:-,,0.924
2580,2:-,1:+,+,0.54
2581,1:+,1:+,,0.801
2582,2:-,2:-,,1
2583,2:-,2:-,,0.805
2584,2:-,2:-,,0.793
2585,2:-,2:-,,0.999
2586,1:+,1:+,,0.612
2587,2:-,1:+,+,0.883
2588,2:-,2:-,,0.957
2589,2:-,2:-,,0.965
2590,2:-,2:-,,0.98
2591,2:-,1:+,+,0.781
2592,2:-,2:-,,0.997
2593,2:-,2:-,,0.997
2594,2:-,2:-,,1
2595,2:-,2:-,,0.914
2596,2:-,2:-,,0.998
2597,2:-,2:-,,0.833
2598,2:-,2:-,,1
2599,2:-,2:-,,1
2600,2:-,2:-,,0.939
2601,2:-,2:-,,1
2602,1:+,2:-,+,0.959
2603,2:-,2:-,,0.963
2604,2:-,2:-,,0.771
2605,2:-,2:-,,0.68
2606,2:-,2:-,,0.836
2607,2:-,2:-,,0.999
2608,2:-,2:-,,0.866
2609,1:+,2:-,+,0.846
2610,2:-,2:-,,1
2611,2:-,2:-,,0.728
2612,2:-,1:+,+,0.569
2613,2:-,1:+,+,0.577
2614,2:-,2:-,,1
2615,2:-,2:-,,1
2616,2:-,2:-,,0.934
2617,2:-,2:-,,0.775
2618,2:-,2:-,,1
2619,2:-,2:-,,1
2620,2:-,2:-,,1
2621,2:-,2:-,,0.979
2622,2:-,2:-,,0.993
2623,2:-,2:-,,1
2624,2:-,2:-,,0.912
2625,2:-,2:-,,1
2626,2:-,2:-,,0.985
2627,2:-,2:-,,0.992
2628,2:-,2:-,,1
2629,2:-,1:+,+,0.862
2630,2:-,2:-,,0.988
2631,2:-,1:+,+,0.631
2632,2:-,2:-,,0.871
2633,2:-,2:-,,0.89
2634,2:-,2:-,,0.974
2635,2:-,2:-,,0.828
2636,2:-,2:-,,0.999
2637,2:-,2:-,,0.567
2638,2:-,2:-,,0.979
2639,2:-,2:-,,1
2640,2:-,2:-,,0.991
2641,2:-,2:-,,0.98
2642,2:-,2:-,,0.951
2643,2:-,2:-,,0.999
2644,2:-,2:-,,0.608
2645,2:-,2:-,,0.961
2646,2:-,2:-,,0.868
2647,2:-,2:-,,0.734
2648,2:-,2:-,,0.677
2649,1:+,1:+,,0.606
2650,2:-,2:-,,0.578
2651,2:-,2:-,,0.999
2652,2:-,1:+,+,0.988
2653,2:-,1:+,+,0.983
2654,2:-,2:-,,1
2655,2:-,2:-,,0.918
2656,2:-,2:-,,1
2657,2:-,2:-,,0.834
2658,2:-,2:-,,0.963
2659,2:-,1:+,+,0.709
2660,2:-,2:-,,0.992
2661,2:-,2:-,,0.955
2662,2:-,2:-,,0.999
2663,2:-,2:-,,0.896
2664,2:-,2:-,,0.979
2665,2:-,2:-,,0.989
2666,2:-,2:-,,0.747
2667,2:-,2:-,,0.919
2668,2:-,2:-,,0.927
2669,2:-,2:-,,0.965
2670,2:-,2:-,,1
2671,2:-,2:-,,0.982
2672,2:-,1:+,+,0.51
2673,2:-,2:-,,0.973
2674,2:-,2:-,,0.747
2675,2:-,2:-,,0.978
2676,1:+,2:-,+,0.793
2677,2:-,2:-,,0.999
2678,2:-,2:-,,1
2679,2:-,2:-,,0.992
2680,2:-,2:-,,0.655
2681,2:-,2:-,,0.88
2682,2:-,2:-,,0.852
2683,1:+,2:-,+,0.586
2684,2:-,2:-,,0.936
2685,2:-,2:-,,1
2686,2:-,2:-,,0.915
2687,2:-,2:-,,0.647
2688,2:-,1:+,+,0.911
2689,2:-,2:-,,0.939
2690,2:-,2:-,,0.989
